title,release-time,genre,national,total_revenue,movie_rating,num_off_screen,screen_share,fsd_num_off_box,num_off_box
배우는 배우다,2013.10.24,dramas,SouthKorea,811031000.0,6.73,297,8.5,41449,111927
셀프/리스,2015.9.10,SF,America,874447764.0,7.75,340,7.3,34155,111127
직쏘,2017.11.2,horror,America,966956500.0,7.25,175,3.2,35287,110834
극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,2012.12.13,animation,Japan,759092000.0,7.8,229,6.2,17053,110771
피터와 드래곤,2016.9.28,adventure,America,865600600.0,8.27,167,3.0,4944,109137
베이블레이드 버스트 갓 : 갓 발키리의 탄생,2017.6.1,animation,Japan,823353500.0,7.52,198,3.6,4376,108896
할로윈,2018.10.31,horror,America,891158713.0,6.22,536,9.0,45474,108780
맨 프롬 UNCLE,2015.10.28,action,America,846390353.0,8.21,361,7.8,23103,108551
레드 스패로,2018.2.28,thriller,America,860743700.0,8.55,389,7.3,39241,108344
더 건맨,2015.4.16,action,France,833925965.0,6.78,349,8.2,32521,107444
제로 다크 서티,2013.3.7,war,America,765247500.0,8.22,258,7.7,23032,107104
로켓맨,2019.6.5,dramas,England,918989063.0,8.08,640,11.2,33088,106834
더 시그널,2014.7.9,SF,America,809982328.0,6.38,263,7.1,31680,105818
바람이 분다,2013.9.5,animation,Japan,741722500.0,4.99,288,8.0,25589,105650
니드 포 스피드,2014.4.16,action,America,835859900.0,7.86,349,8.3,21233,105340
미래의 미라이,2019.1.16,animation,Japan,850022957.0,6.05,508,7.2,30959,104950
5백만불의 사나이,2012.7.19,comedy,SouthKorea,739789500.0,5.0,331,9.7,36591,104736
킹 오브 프리즘 (바이 프리티 리듬),2016.8.11,animation,Japan,859771500.0,9.17,53,1.0,1250,103852
다이버전트 시리즈: 얼리전트,2016.5.12,action,America,818883545.0,7.28,393,8.6,31300,103554
공포의 묘지,2019.4.10,horror,America,894409836.0,4.89,564,10.0,32202,102826
크게 될 놈,2019.4.18,dramas,SouthKorea,780915420.0,8.8,447,6.5,29127,102223
워 호스,2012.2.9,war,America,734302500.0,8.38,229,7.0,22727,102195
루시드 드림,2017.2.22,SF,SouthKorea,759481000.0,5.87,461,7.5,45864,102170
박스트롤,2014.11.6,animation,America,725030100.0,8.37,346,8.2,4758,101665
R.I.P.D. : 알.아이.피.디.,2013.8.22,action,America,725451071.0,7.65,268,7.2,29369,101460
라스트 미션,2019.3.14,dramas,America,835560639.0,8.83,472,8.5,24478,101293
게이트,2018.2.28,crime,SouthKorea,820756100.0,3.64,208,3.5,35374,101173
돌연변이,2015.10.22,dramas,SouthKorea,748936684.0,6.95,399,8.6,28344,100543
극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,2015.11.26,action,Japan,731072500.0,8.41,344,7.1,6667,100054
딥워터 호라이즌,2017.1.25,action,America,775611543.0,8.08,433,7.2,27986,100021
미니특공대X,2018.3.22,animation,SouthKorea,744858200.0,7.57,458,7.6,5048,99952
여중생A,2018.6.20,dramas,SouthKorea,811686000.0,6.31,479,10.8,22833,97849
레이디 버드,2018.4.4,comedy,America,794126700.0,8.51,344,6.9,21223,97777
인류멸망 보고서,2012.4.11,SF,SouthKorea,702418000.0,4.86,236,7.5,42295,97555
쓰리 빌보드,2018.3.15,comedy,America,796847700.0,8.77,110,1.8,17697,97079
다크타워: 희망의 탑,2017.8.23,action,America,761759275.0,7.28,497,8.6,27866,97017
슈퍼 빼꼼: 스파이 대작전,2017.5.3,animation,SouthKorea,691794900.0,8.34,358,5.2,37608,97005
바스티유 데이,2016.10.13,action,America,764700600.0,8.04,422,8.0,29479,96305
577 프로젝트,2012.8.30,comedy,SouthKorea,695765500.0,8.2,191,5.9,27599,96079
걷기왕,2016.10.20,dramas,SouthKorea,710905075.0,7.75,462,8.8,30615,95542
무서운 이야기 3 : 화성에서 온 소녀,2016.6.1,horror,SouthKorea,764967500.0,5.79,317,6.8,24882,95415
일사각오,2016.3.17,dramas,SouthKorea,682581500.0,9.19,51,1.1,8480,94767
초한지 - 천하대전,2012.1.11,action,China,710375000.0,7.77,167,5.1,14970,94652
아이 엠 마더,2019.4.11,action,America,774580700.0,7.52,213,3.2,18321,94119
원피스 극장판 Z,2013.3.21,animation,Japan,626891000.0,9.02,267,7.0,7304,93239
파이브 피트,2019.4.10,dramas,America,805051420.0,9.0,457,7.9,25911,92713
7번째 아들,2015.2.11,adventure,America,729980451.0,4.92,358,7.7,26736,92598
구스 베이비,2019.1.16,animation,America,652090360.0,8.81,424,5.5,19774,91430
포커스,2015.2.26,comedy,America,702878700.0,7.08,349,7.0,31640,91164
마마,2013.1.23,horror,America,662161500.0,7.72,164,4.2,16480,91143
더 보이,2019.5.23,horror,America,776591970.0,4.83,509,8.4,33581,89429
슈퍼미니,2014.4.10,animation,France,640234500.0,8.24,303,6.9,7703,89328
페이스 블라인드,2012.6.21,crime,America,660556169.0,7.36,179,5.1,22820,88977
더 콜,2013.6.20,thriller,America,626952634.0,8.33,241,7.3,23618,88953
콜드 라잇 오브 데이,2012.5.17,action,America,636555090.0,6.24,245,7.9,25107,88522
레고 무비2,2019.2.6,animation,America,680374040.0,8.74,442,7.2,31213,88105
그대 이름은 장미,2019.1.16,comedy,SouthKorea,735782970.0,6.78,540,7.6,38579,88054
락 오브 에이지,2012.8.2,musical,America,634870496.0,7.54,243,6.4,35713,87915
사우스포,2015.12.3,dramas,America,649386248.0,8.56,335,7.3,35275,87426
갤로우즈,2015.9.3,horror,America,674767406.0,6.84,299,6.0,28641,87301
팅커 테일러 솔저 스파이,2012.2.9,thriller,England,648304500.0,8.21,187,5.8,23986,87155
허큘리스,2014.8.6,action,America,669733800.0,7.34,278,7.0,23837,86528
레전드 오브 래빗,2012.2.22,animation,China,581200500.0,5.96,225,5.5,17907,85184
극장판 썬더일레븐GO : 궁극의 우정 그리폰,2012.5.24,animation,Japan,574947000.0,9.01,243,7.1,2308,84255
짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,2014.4.3,animation,Japan,588913100.0,8.52,301,7.6,4360,83289
뷰티풀 크리처스,2013.4.18,thriller,America,582030544.0,7.88,278,8.0,21839,82995
더 이퀄라이저,2015.1.28,action,America,639464500.0,8.57,255,5.5,25501,82779
씬 시티: 다크히어로의 부활,2014.9.11,action,America,650282748.0,6.74,345,8.0,29444,82571
터널 3D,2014.8.20,horror,SouthKorea,620874000.0,5.74,264,6.2,31859,80989
로스트 인 더스트,2016.11.3,crime,America,621368822.0,8.52,354,7.4,20404,79812
오 마이 그랜파,2016.3.17,comedy,America,632806532.0,7.48,396,7.7,26648,79701
모데카이,2015.2.18,action,America,624513020.0,5.47,290,5.4,32208,78070
엑스 마키나,2015.1.21,SF,America,629716963.0,7.61,207,4.3,17707,78049
호텔 아르테미스,2018.7.18,action,America,646127100.0,6.5,465,8.7,28223,77794
쓰리 썸머 나잇,2015.7.15,comedy,SouthKorea,616132846.0,6.7,297,6.8,26028,77621
아더 우먼,2014.11.13,comedy,America,580257218.0,7.38,331,8.6,28514,77341
엽기적인 그녀 2,2016.5.12,melo/romance,SouthKorea,588233900.0,2.8,387,9.0,32105,76321
하이큐!! 끝과 시작,2016.11.16,animation,Japan,544846000.0,8.91,130,2.6,32561,75704
피치 퍼펙트: 언프리티 걸즈,2015.5.28,comedy,America,591516497.0,6.98,297,7.0,23092,75598
조조-황제의 반란,2012.10.18,historical_drama,China,535668500.0,6.54,227,6.6,20136,75297
브릭 맨션: 통제불능 범죄구역,2014.8.27,action,France,543025047.0,6.89,287,6.6,32302,74912
극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,2014.8.13,animation,Japan,531113700.0,8.04,123,2.9,14738,74346
피라냐 3DD,2012.8.1,horror,America,639495500.0,4.84,269,7.4,23978,74044
위자,2015.4.16,mystery,America,570154035.0,7.16,337,7.9,21160,73549
파워레인져스: 더 비기닝,2017.4.20,action,America,570203561.0,7.2,479,8.0,23574,72495
언더월드: 블러드 워,2016.11.30,action,America,567567100.0,6.11,183,3.6,23662,72071
화이트 고릴라,2013.10.31,animation,Spain,464078500.0,8.04,182,4.9,3181,71796
모뉴먼츠 맨: 세기의 작전,2014.2.27,action,America,534041027.0,7.01,319,7.4,25871,71483
정글히어로,2014.10.2,animation,SouthKorea,506194300.0,7.71,287,6.5,24823,71330
극장판 도라에몽: 신 진구의 버스 오브 재팬,2016.12.21,animation,Japan,525099600.0,9.03,282,4.8,4828,70350
마일22,2018.8.23,action,America,600495500.0,7.46,203,3.4,23052,69834
인보카머스,2014.8.21,horror,America,571543200.0,7.0,196,4.3,23863,69786
어카운턴트,2016.10.13,action,America,548544928.0,8.33,375,7.4,19907,69529
번개맨,2016.2.11,fantasy,SouthKorea,516736500.0,6.23,393,7.5,12498,69303
하이힐을 신고 달리는 여자,2012.2.2,comedy,America,531249500.0,7.72,169,5.2,18026,69047
이퀄스,2016.8.31,dramas,America,519932300.0,8.3,357,5.9,23612,68897
스티브 잡스,2016.1.21,dramas,America,535351276.0,7.5,384,7.3,18752,68815
닥터,2013.6.20,thriller,SouthKorea,495574500.0,5.67,163,5.1,21774,68312
여곡성,2018.11.8,horror,SouthKorea,594373400.0,4.08,212,3.5,25182,67368
아이엠스타 뮤직어워드,2016.9.14,animation,Japan,455696500.0,7.78,358,6.0,6743,67027
올레,2016.8.25,dramas,SouthKorea,522938900.0,7.42,338,5.7,25680,66883
라스트 스탠드,2013.2.21,action,America,492135000.0,7.8,300,8.1,18980,66698
다크 플레이스,2015.7.15,dramas,America,530282654.0,7.65,268,6.1,18513,66075
패트리어트 데이,2017.4.6,dramas,America,521471618.0,8.81,375,7.0,31538,66074
극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,2017.11.9,action,Japan,501257700.0,8.65,370,5.6,6074,65895
더 크리스마스,2017.12.21,animation,America,486356000.0,9.06,158,2.5,9381,65460
정글번치 : 빙산으로의 귀환,2013.10.2,animation,France,401342000.0,8.37,224,5.6,19796,64744
보루토 - 나루토 더 무비,2015.12.10,animation,Japan,477101900.0,9.22,219,3.8,11988,64159
극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,2016.11.3,action,Japan,497447800.0,8.93,406,7.8,4600,63820
뷰티풀 투모로우,2017.10.26,dramas,SouthKorea,552273700.0,9.29,47,0.9,15415,63279
로우리스: 나쁜 영웅들,2012.10.18,action,America,452103666.0,7.88,275,8.5,25442,63108
히트맨: 에이전트 47,2015.9.3,action,America,492878500.0,7.89,272,5.9,18658,63073
리틀 프린세스 소피아 : 신비한 섬,2017.9.28,animation,America,441475500.0,8.45,135,2.3,1992,62454
극장판 쿠로코의 농구 라스트 게임,2017.4.27,animation,Japan,462290000.0,9.1,96,2.1,8501,62393
기생수 파트2,2015.5.7,SF,Japan,502071959.0,7.49,260,6.4,18578,62071
에반게리온: Q,2013.4.25,animation,Japan,435800211.0,6.92,59,1.6,15886,61423
아더와 미니모이 3: 두 세계의 전쟁,2015.11.5,animation,France,431890800.0,7.52,267,5.5,2019,61046
주온: 더 파이널,2015.10.1,horror,Japan,461765400.0,4.19,318,7.0,21224,60981
휴고,2012.2.29,family,America,637621000.0,7.76,85,2.1,22358,60520
두 남자,2016.11.30,crime,SouthKorea,459566121.0,5.87,397,7.9,25553,60365
사탄의 인형,2019.6.20,horror,America,558760590.0,6.72,465,8.2,24815,60340
번개맨과 신비의 섬,2018.4.5,family,SouthKorea,481474700.0,9.44,191,3.3,4597,59923
더 퍼지 : 거리의 반란,2014.8.27,horror,America,455583000.0,7.01,204,4.7,26148,59881
극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,2014.1.23,action,Japan,405278000.0,7.57,183,4.5,8243,59611
극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2017.12.14,animation,Japan,457902700.0,7.91,207,3.3,6887,59375
파더 앤 도터,2015.12.10,dramas,America,447097100.0,8.21,352,6.5,27444,58704
다이애나,2014.3.6,dramas,England,402756100.0,7.44,279,6.8,20444,56872
극장판 프랭키와 친구들: 생명의 나무,2016.4.13,animation,SouthKorea,410518600.0,8.6,258,5.1,14419,56835
극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2017.12.28,animation,Japan,431771300.0,8.15,191,3.3,21458,56539
돌아온 파워레인저 미라클포스,2012.2.29,action,Japan,385525000.0,7.21,235,6.0,26285,56420
헌터 킬러,2018.12.6,action,America,462748450.0,9.38,226,3.7,11967,56350
빅뱅 메이드,2016.6.30,documentry,SouthKorea,464727700.0,9.01,56,1.1,14410,55227
위시 어폰,2017.7.20,horror,America,434148000.0,7.13,279,4.8,21128,55110
파라노말 액티비티: 더 고스트 디멘션,2016.4.21,mystery,America,454055200.0,5.53,353,7.0,21724,54972
헤이와이어,2012.7.5,action,America,384196324.0,6.75,200,5.8,16043,54511
파라노말 액티비티4,2012.10.25,thriller,America,384064500.0,5.02,173,5.2,17094,54461
잡아야 산다,2016.1.7,comedy,SouthKorea,410361400.0,4.01,219,3.9,19524,54450
왓칭,2019.4.17,horror,SouthKorea,456558262.0,5.17,488,8.2,16889,54410
살인소설,2012.11.15,mystery,America,394724176.0,7.14,186,6.1,14816,54239
사일런스,2019.7.17,horror,America,463969062.0,5.35,456,8.0,17850,54158
돌핀 : 꿈꾸는 다니엘의 용감한 모험,2013.3.21,animation,Peru,354256000.0,6.53,197,5.3,2094,53744
개구리왕국,2015.11.12,animation,China,362895100.0,7.53,227,4.9,3369,53576
콘트라밴드,2012.3.22,action,America,393549500.0,7.29,178,5.6,14665,52743
머니백,2018.4.12,action,SouthKorea,411511600.0,5.91,472,8.2,20745,52618
호프 스프링즈,2013.4.4,melo/romance,America,368939500.0,8.52,179,5.5,13239,52426
더 비지트,2015.10.15,thriller,America,403435581.0,7.17,279,5.8,16466,52197
빅샤크2: 해저2만리,2019.6.6,animation,China,372308920.0,7.91,344,5.8,28357,51841
스카이포스 3D,2013.2.28,animation,America,349260500.0,7.34,183,4.6,26316,51553
미안해 사랑해 고마워,2015.10.28,dramas,SouthKorea,359247800.0,7.16,344,7.8,17199,51207
빅 미라클,2012.2.23,dramas,America,344139500.0,8.44,170,4.5,19188,51151
더 씽,2012.6.14,horror,America,367519589.0,7.88,174,5.2,12777,50839
포레스트: 죽음의 숲,2016.3.30,horror,America,391633862.0,5.06,312,6.1,10107,50631
젝스키스 에이틴,2018.1.18,documentry,SouthKorea,364405500.0,9.04,25,0.4,13285,50419
비밀,2015.10.15,mystery,SouthKorea,369339300.0,4.82,305,6.5,18448,50196
인시디어스,2012.9.13,horror,America,357783500.0,7.59,178,5.2,14660,50163
언더더씨,2017.6.22,animation,America,382413600.0,7.19,163,2.9,2054,49958
레드라이트,2012.8.23,mystery,Spain,355743500.0,7.21,197,5.7,17137,49925
번개맨의 비밀,2018.12.6,family,SouthKorea,383521050.0,9.0,309,4.8,6315,49751
슈퍼미니 2,2019.2.27,animation,France,374780620.0,7.9,345,4.7,17899,48942
미스 사이공 : 25주년 특별 공연,2016.11.24,show,America,945326500.0,9.2,100,1.9,6886,48931
스트레이트 아웃 오브 컴턴,2015.9.10,dramas,America,412749800.0,8.83,185,4.0,10538,48844
저지드레드 3D,2012.12.6,SF,England,365262000.0,7.39,184,5.2,14855,48341
데자뷰,2018.5.30,mystery,SouthKorea,360833100.0,4.47,536,9.2,23017,48279
온리 더 브레이브,2018.3.7,dramas,America,373727300.0,9.29,301,5.7,18906,47540
목숨 건 연애,2016.12.14,melo/romance,SouthKorea,359712800.0,4.28,393,7.5,18300,47479
머니 몬스터,2016.8.31,thriller,America,367961600.0,7.55,151,2.4,13946,47226
트리플 9,2016.4.20,crime,America,365164300.0,8.43,329,6.6,15827,47197
뜨거운 안녕,2013.5.30,dramas,SouthKorea,315291000.0,8.93,172,4.9,16907,47105
나츠메 우인장: 세상과 연을 맺다,2018.10.31,animation,Japan,387190200.0,9.28,110,1.9,11110,46913
비밥바룰라,2018.1.24,comedy,SouthKorea,318986200.0,8.9,347,6.1,16985,46817
적인걸2 : 신도해왕의 비밀,2013.10.2,mystery,China,328321000.0,7.91,169,4.8,16196,46796
이스케이프,2015.11.5,action,America,356672000.0,7.59,264,6.1,11809,46781
크림슨 피크,2015.11.25,fantasy,America,379765400.0,7.12,255,5.4,11302,46735
"그래, 가족",2017.2.15,comedy,SouthKorea,350293300.0,8.23,361,6.3,18109,46623
마더!,2017.10.19,dramas,America,366642382.0,5.94,398,6.6,15266,46469
에그엔젤 코코밍: 두근두근 핼러윈 파티,2018.9.22,animation,Japan,367076000.0,5.19,179,2.8,16937,46386
하드코어 헨리,2016.5.19,action,America,399211211.0,7.23,239,5.1,22969,46373
블레어 위치,2016.11.23,horror,America,367484200.0,5.84,172,3.4,12869,46285
슈퍼윙스 3D,2013.8.14,animation,Russia,269711500.0,8.34,129,3.3,17057,46124
설계,2014.9.18,thriller,SouthKorea,347188800.0,4.61,257,5.9,16880,45638
리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,2017.4.13,animation,America,317454000.0,8.67,149,2.6,1281,45484
미운오리새끼,2012.8.30,dramas,SouthKorea,308009500.0,8.71,167,5.2,16968,45454
밀림의 왕자 레오2,2012.11.8,animation,Japan,274928000.0,8.08,159,4.7,1631,44988
킹메이커,2012.4.19,dramas,America,340466000.0,8.14,95,3.2,11677,44689
호두까기인형 3D,2013.1.3,family,America,298444000.0,6.64,132,3.7,13621,44677
저스티스,2012.3.15,action,America,329594500.0,7.06,142,4.8,10969,44546
드래곤볼Z : 신들의 전쟁,2013.8.29,animation,Japan,292117500.0,8.08,262,6.4,7928,44231
글래디에이터: 로마 영웅 탄생의 비밀 3D,2013.3.14,animation,Italy,298917500.0,5.19,275,7.0,2790,44198
프랑켄위니,2012.10.11,animation,America,365356000.0,8.19,226,6.4,8048,43978
다이노 어드벤처2: 육해공 공룡 대백과,2018.10.9,animation,England,335469900.0,5.09,322,5.1,18475,43627
울브스,2014.11.13,fantasy,America,313204669.0,5.69,291,7.5,14550,43613
약장수,2015.4.23,dramas,SouthKorea,313238400.0,8.61,282,7.2,11942,43562
하이큐!! 재능과 센스,2017.11.15,animation,Japan,310201500.0,9.15,105,1.8,8192,43221
마담 싸이코,2019.6.26,horror,America,360330700.0,6.67,197,3.1,18579,42742
스페이스 독,2012.3.22,animation,Russia,282088000.0,8.1,148,4.2,11375,42720
호스트,2013.4.4,SF,America,298122000.0,7.38,244,7.3,16940,42708
로마,2018.12.12,dramas,Mexico,348856636.0,9.04,32,0.5,2693,42569
쿠르스크,2019.1.16,dramas,Belgium,355683500.0,8.67,192,2.7,20496,42484
피케이: 별에서 온 얼간이,2015.9.3,comedy,India,326677800.0,9.12,184,4.0,10418,42088
천국에 다녀온 소년,2014.6.12,dramas,America,300249500.0,7.39,25,1.0,3233,41957
스푹스:MI5,2016.3.17,action,England,316642549.0,6.55,341,6.5,13834,41416
나쁜 이웃들,2014.7.3,comedy,America,335244700.0,7.32,129,3.4,13196,41301
스니치,2013.5.9,action,America,286388500.0,8.43,153,5.0,12918,41242
극장판 뽀잉: 슈퍼 변신의 비밀,2018.9.20,animation,SouthKorea,312710450.0,8.97,294,4.6,5990,41054
배반의 장미,2018.10.18,comedy,SouthKorea,332232550.0,5.29,457,7.9,16948,41054
레이디버그,2017.2.22,animation,SouthKorea,310291500.0,5.98,172,2.5,8353,41041
더 포리너,2018.2.7,action,England,328887800.0,7.56,156,2.5,15194,40882
이모티: 더 무비,2017.8.2,animation,America,288871700.0,6.23,134,2.4,12824,40221
아델라인 : 멈춰진 시간,2015.10.15,fantasy,America,310087419.0,8.19,239,5.1,10591,40096
인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,2012.10.18,show,SouthKorea,412379000.0,8.71,84,2.5,11016,39577
스트리트 댄스 2: 라틴배틀,2012.7.12,dramas,England,281712000.0,6.91,133,4.1,10967,39394
그레이브 인카운터,2012.8.1,horror,Canada,277970000.0,6.66,63,1.6,10239,39266
나의 그리스식 웨딩 2,2016.3.30,comedy,America,288215300.0,7.32,327,6.7,12381,38305
트릭,2016.7.13,thriller,SouthKorea,297315300.0,5.66,390,8.1,16232,38155
흑집사 -북 오브 더 아틀란틱-,2017.4.13,animation,Japan,285103000.0,9.15,94,1.6,5222,37954
슈퍼노바 지구 탈출기,2014.2.13,animation,America,245845000.0,8.85,230,5.2,9125,37547
하이큐!! 승자와 패자,2016.12.28,animation,Japan,264399000.0,9.01,103,1.9,10815,37329
툴리,2018.11.22,dramas,Canada,302483000.0,9.01,161,2.9,18542,37241
사이드 이펙트,2013.7.11,thriller,America,258658000.0,7.58,172,5.4,10351,37134
폭풍우 치는 밤에: 비밀 친구,2013.5.1,animation,Japan,241928500.0,7.97,231,6.1,5761,37112
백프로,2014.4.3,comedy,SouthKorea,275138600.0,5.34,236,6.6,11818,36792
극장판 썬더일레븐 GO VS 골판지 전사 W,2013.6.5,animation,Japan,240929500.0,8.44,99,2.4,13943,36492
령 : 저주받은 사진,2015.6.4,horror,Japan,273761253.0,5.1,253,6.0,12588,35984
드래곤볼 슈퍼: 브로리,2019.2.14,animation,Japan,305497430.0,9.11,202,3.3,12612,35869
에스엠타운 더 스테이지,2015.8.13,documentry,SouthKorea,284650500.0,8.21,65,1.3,9819,35857
반지의 제왕 : 반지원정대 (확장판),2017.1.11,fantasy,NewZealand,470027900.0,9.28,74,1.3,9975,35758
스파키,2018.4.12,animation,SouthKorea,257040200.0,8.88,312,4.8,2644,35436
드래곤 헌터,2013.1.24,animation,France,219090000.0,6.46,105,2.6,10240,34984
몬스터 왕국,2014.5.1,animation,Sweden,237248600.0,6.23,160,3.8,7226,34888
극장판 레이디버그: 미라클스톤의 비밀,2018.1.25,animation,France,254692500.0,9.4,305,4.4,7879,34466
빅 웨딩,2013.6.27,melo/romance,America,231885500.0,6.45,166,4.8,11200,33993
복숭아나무,2012.10.31,melo/romance,SouthKorea,240103112.0,7.22,201,6.3,10068,33884
코난: 암흑의 시대,2012.4.5,fantasy,America,257709000.0,7.8,198,6.9,9754,33469
배틀 오브 비보이,2014.1.9,dramas,America,214900500.0,7.53,80,1.7,17156,33360
I AM,2012.6.21,documentry,SouthKorea,245580000.0,7.36,137,3.9,7143,32988
개들의 섬,2018.6.21,comedy,America,284739300.0,8.37,121,2.2,6681,32789
꼬마 잠수함 올리 2,2014.12.4,animation,America,203435700.0,6.64,186,4.1,5209,32453
거미줄에 걸린 소녀,2018.11.28,action,America,255329200.0,7.85,313,5.4,10401,32418
대결,2016.9.22,action,SouthKorea,251176500.0,5.65,366,7.2,12479,32278
극장판 위 베어 베어스: 곰 브라더스,2017.8.24,animation,America,230410600.0,7.63,307,4.6,6620,32021
극장판 유희왕 더 다크 사이드 오브 디멘션즈,2016.6.9,animation,Japan,253214200.0,8.86,210,3.9,4967,31805
썬키스 패밀리,2019.3.27,family,SouthKorea,245549900.0,5.84,417,6.7,12186,31742
꼭두각시,2013.6.20,horror,SouthKorea,227941500.0,5.5,134,4.2,10844,31713
막달라 마리아: 부활의 증인,2018.3.28,dramas,England,214792200.0,6.93,111,2.1,5859,30833
신밧드와 마법 양탄자,2019.2.13,animation,Denmark,204586840.0,8.33,258,4.0,6794,30534
쿠보와 전설의 악기,2016.10.26,animation,America,208824862.0,8.02,100,2.1,2622,30525
벨 아미,2012.8.30,dramas,England,213966000.0,6.62,103,3.2,13836,30373
반지의 제왕 : 왕의 귀환 (확장판),2017.1.25,fantasy,NewZealand,370268000.0,9.37,56,0.9,8942,30349
마인드스케이프,2014.10.23,thriller,Spain,220476900.0,7.15,199,4.6,11639,30257
극장판 나루토 질풍전: 로드 투 닌자,2013.2.21,animation,Japan,200250500.0,8.95,72,1.8,6928,30117
33,2016.4.7,dramas,America,228351400.0,8.55,320,6.8,23168,29728
내 인생의 마지막 변화구,2012.11.29,dramas,America,208654500.0,8.31,130,3.9,9570,29648
너브,2017.1.11,adventure,America,239275800.0,7.98,151,2.6,8817,29441
역모-반란의 시대,2017.11.23,historical_drama,SouthKorea,212967300.0,3.74,355,6.2,13042,29294
왕이 될 아이,2019.1.16,adventure,America,229649450.0,7.91,264,3.7,9040,29236
데스노트: 더 뉴 월드,2017.3.29,crime,Japan,220886363.0,4.84,309,6.0,9072,28723
크리미널 스쿼드,2018.4.19,crime,America,236627200.0,7.85,361,5.8,9945,28477
극장판 암살교실 : 365일의 시간,2017.3.23,animation,Japan,210398500.0,8.47,98,1.8,4148,28364
걸즈 앤 판처 극장판,2016.8.25,animation,Japan,251874100.0,8.96,57,1.0,10419,28121
투 프렌즈,2018.11.29,animation,Russia,199496700.0,4.46,273,4.5,3758,28082
나를 미치게 하는 여자,2015.12.10,comedy,America,208570700.0,6.42,161,2.9,17024,27858
걸 온 더 트레인,2017.3.9,dramas,America,215124500.0,7.41,331,6.0,9892,27840
코비: 블루 엘리펀트의 전설,2013.12.5,animation,Thailand,165671000.0,8.54,104,2.2,2374,27463
반지의 제왕 : 두개의 탑 (확장판),2017.1.18,fantasy,NewZealand,350183800.0,9.34,58,1.0,7199,27440
위아 유어 프렌즈,2015.11.12,dramas,America,215918400.0,8.55,220,5.2,24761,27412
라자루스,2015.7.2,horror,America,214955800.0,5.66,89,2.3,8259,27279
피쉬 프렌즈: 알록이의 신기한 모험,2018.8.30,animation,Turkey,185274100.0,4.53,320,5.0,6207,27128
인천상륙작전 : 익스텐디드 에디션(확장판),2016.9.13,war,SouthKorea,220051200.0,6.9,122,2.1,5268,27070
해피 투게더,2018.11.15,dramas,SouthKorea,204452450.0,7.44,240,4.3,7181,27046
아기돼지 3형제와 매직램프,2017.3.23,animation,China,208444600.0,7.02,135,2.4,1045,26670
머신건 프리처,2012.5.24,action,America,197366500.0,7.99,141,4.7,9899,26640
쾌걸 조로리의 대대대대모험,2013.6.5,animation,Japan,164250500.0,1.27,136,3.4,11497,26278
트레이서,2015.3.19,action,America,197286000.0,6.72,249,5.8,8221,26262
구스범스: 몬스터의 역습,2018.11.7,fantasy,America,206296600.0,7.12,167,2.7,3138,25857
전원사형,2019.5.13,dramas,Japan,137482280.0,5.5,1,0.0,521,25815
사다코 대 카야코,2017.1.4,horror,Japan,201673000.0,5.8,131,2.2,8235,25531
정글북: 마법 원정대,2019.3.21,animation,Russia,194472710.0,6.99,372,6.5,1239,25419
양말요정 휴고의 대모험,2018.9.6,adventure,Czech,168413700.0,7.57,354,5.4,4165,25278
러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,2019.2.14,animation,Japan,219618070.0,8.34,66,1.1,6082,25109
하이큐!! 콘셉트의 싸움,2018.1.11,animation,Japan,182534000.0,8.85,97,1.7,5237,24898
모험왕 블링키,2019.2.20,animation,Australia,174676220.0,8.49,226,3.5,7750,24787
키즈모노가타리 I : 철혈편,2016.6.30,animation,Japan,187057500.0,7.95,74,1.3,7140,24492
진격의 거인: 홍련의 화살,2015.1.28,animation,Japan,192575800.0,7.31,82,1.7,7391,24450
노크: 초대받지 않은 손님,2018.10.11,horror,America,206605250.0,5.03,266,4.8,7564,24379
나이스 가이즈,2016.7.6,crime,America,187911838.0,6.59,249,4.8,9062,24268
더 데이,2012.2.23,documentry,SouthKorea,192005000.0,8.86,30,0.7,9026,24163
레전드 오브 래빗: 불의 전설,2015.9.24,animation,China,178371100.0,7.28,126,2.6,2567,24111
GROW: 인피니트의 리얼 청춘 라이프,2014.12.4,dramas,SouthKorea,189774200.0,9.05,71,1.7,9703,23926
고스트 메신저 극장판,2014.5.22,animation,SouthKorea,184033000.0,9.02,81,1.9,4486,23721
타임 투 러브,2014.10.23,comedy,America,179611300.0,8.13,201,4.7,12156,23597
하이 스피드! ?프리! 스타팅 데이즈-,2016.3.24,animation,Japan,172018500.0,9.18,60,1.2,4488,23496
